opeid,name,address,city,state,state_desc,zipcode,zipcode_ext,school_type_code,school_type_desc,year_1,year_1_borrowers_in_default,year_1_borrowers_in_repay,year_1_default_rate,year_2,year_2_borrowers_in_default,year_2_borrowers_in_repay,year_2_default_rate,year_3,year_3_borrowers_in_default,year_3_borrowers_in_repay,year_3_default_rate
23091,AMERICAN COLLEGE OF HAIR DESIGN,125 WINCHESTER DRIVE,SEDALIA,MO,MISSOURI,65301,2144,3,PrivateForProfit,2013,6,68,8.8,2012,6,69,8.6,2011,6,61,9.8
7658,AMERICAN COLLEGE OF HAIRSTYLING-DES MOINES,603 EAST SIXTH STREET,DES MOINES,IA,IOWA,50309,5446,3,PrivateForProfit,2013,14,71,19.7,2012,21,68,30.8,2011,21,62,33.8
31444,AMERICAN COLLEGE OF HEALTHCARE,11801 PIERCE STREETSUITE 100,RIVERSIDE,CA,CALIFORNIA,92505,3038,3,PrivateForProfit,2013,51,318,16,2012,66,389,16.9,2011,53,296,17.9
20992,AMERICAN CONSERVATORY THEATER FOUNDATION,30 GRANT AVENUE,SAN FRANCISCO,CA,CALIFORNIA,94108,5800,2,PrivateNonProfit,2013,1,32,3.1,2012,2,37,5.4,2011,1,42,2.3
22220,AMERICAN FILM INSTITUTE CONSERVATORY,2021 NORTH WESTERN AVENUE,LOS ANGELES,CA,CALIFORNIA,90027,1625,2,PrivateNonProfit,2013,2,79,2.5,2012,3,81,3.7,2011,1,71,1.4
22890,AMERICAN HAIR ACADEMY,304 SOUTH IRIS STREET,MT. PLEASANT,IA,IOWA,52641,1856,3,PrivateForProfit,2013,7,85,8.2,2012,3,32,9.3,2011,6,76,7.8
21066,AMERICAN INSTITUTE,99 SOUTH STREET,WEST HARTFORD,CT,CONNECTICUT,6110,1922,3,PrivateForProfit,2013,157,790,19.8,2012,131,783,16.7,2011,132,769,17.1
37063,AMERICAN INSTITUTE,5000C COCONUT CREEK PARKWAY,MARGATE,FL,FLORIDA,33063,3901,3,PrivateForProfit,2013,25,208,12,2012,47,398,11.8,2011,129,568,22.7
35344,AMERICAN INSTITUTE OF ALTERNATIVE MEDICINE,6685 DOUBLETREE AVENUE,COLUMBUS,OH,OHIO,43229,1113,3,PrivateForProfit,2013,19,161,11.8,2012,15,161,9.3,2011,9,107,8.4
40165,AMERICAN INSTITUTE OF BEAUTY,EAST BAY PLAZA 3665 EAST BAY D,LARGO,FL,FLORIDA,33771,5901,3,PrivateForProfit,2013,39,214,18.2,2012,41,179,22.9,2011,34,174,19.5
39623,AMERICAN INSTITUTE OF MASSAGE THERAPY,1516 BROOKHOLLOW DRIVE UNIT C,SANTA ANA,CA,CALIFORNIA,92705,5479,3,PrivateForProfit,2013,2,47,4.2,2012,3,48,6.2,2011,2,42,4.7
41364,AMERICAN INSTITUTE OF MEDICAL SCIENCES & EDUCATION,4500 NEW BRUNSWICK AVE,PISCATAWAY,NJ,NEW JERSEY,8854,3870,3,PrivateForProfit,2013,4,58,6.8,2012,1,99,1,2011,4,39,10.2
40603,AMERICAN INSTITUTE OF MEDICAL TECHNOLOGY,4500 SOUTH GARNETT ROADSUITE 110,TULSA,OK,OKLAHOMA,74146,5201,3,PrivateForProfit,2013,3,40,7.5,2012,2,49,4,2011,4,47,8.5
23178,AMERICAN INSTITUTE OF TRUCKING,440 SOUTH 54TH AVENUE,PHOENIX,AZ,ARIZONA,85043,4729,3,PrivateForProfit,2013,153,1351,11.3,2012,119,1377,8.6,2011,121,1354,8.9
21136,AMERICAN INTERCONTINENTAL UNIVERSITY,231 NORTH MARTINGALE ROAD6TH FLOOR,SCHAUMBURG,IL,ILLINOIS,60173,2007,3,PrivateForProfit,2013,2138,14280,14.9,2012,3038,17143,17.7,2011,4195,19978,20.9
2114,AMERICAN INTERNATIONAL COLLEGE,1000 STATE STREET,SPRINGFIELD,MA,MASSACHUSETTS,1109,3189,2,PrivateNonProfit,2013,77,1149,6.7,2012,74,1185,6.2,2011,71,1166,6
2741,AMERICAN JEWISH UNIVERSITY,15600 MULHOLLAND DRIVE,LOS ANGELES,CA,CALIFORNIA,90077,1599,2,PrivateNonProfit,2013,2,62,3.2,2012,1,79,1.2,2011,2,46,4.3
41597,AMERICAN MEDICAL SCIENCES CENTER,"225 WEST BROADWAY, SUITE 115",GLENDALE,CA,CALIFORNIA,91204,5108,3,PrivateForProfit,2013,10,68,14.7,2012,0,28,0,2011,0,1,0
7572,AMERICAN MUSICAL & DRAMATIC ACADEMY,211 WEST 61ST STREET,NEW YORK,NY,NEW YORK,10023,2106,2,PrivateNonProfit,2013,20,584,3.4,2012,29,601,4.8,2011,29,520,5.5
10489,AMERICAN NATIONAL UNIVERSITY,6060 CASTLEWAY DRIVE WEST,INDIANAPOLIS,IN,INDIANA,46250,1930,3,PrivateForProfit,2013,172,1253,13.7,2012,178,1608,11,2011,214,2024,10.5
3726,AMERICAN NATIONAL UNIVERSITY,1813 EAST MAIN STREET,SALEM,VA,VIRGINIA,24153,4524,3,PrivateForProfit,2013,356,3073,11.5,2012,376,3710,10.1,2011,311,3620,8.5
38193,AMERICAN PUBLIC UNIVERSITY SYSTEM,111 WEST CONGRESS STREET,CHARLES TOWN,WV,WEST VIRGINIA,25414,1621,3,PrivateForProfit,2013,3502,17379,20.1,2012,3315,14184,23.3,2011,628,4805,13
1232,AMERICAN RIVER COLLEGE,4700 COLLEGE OAK DRIVE,SACRAMENTO,CA,CALIFORNIA,95841,4286,1,Public,2013,489,1964,24.8,2012,484,1840,26.3,2011,367,1467,25
23112,AMERICAN SCHOOL OF TECHNOLOGY,2100 MORSE CENTERBUILDING 4599,COLUMBUS,OH,OHIO,43229,6692,3,PrivateForProfit,2013,58,332,17.4,2012,66,308,21.4,2011,136,415,32.7
41277,AMERICAN SENTINEL UNIVERSITY,2260 SOUTH XANADU WAYSUITE 310,AURORA,CO,COLORADO,80014,6510,3,PrivateForProfit,2013,9,249,3.6,2012,3,105,2.8,2011,0,8,0
41748,AMERICAN TRADE SCHOOL,3925 INDUSTRIAL DRIVE,SAINT ANN,MO,MISSOURI,63074,1807,3,PrivateForProfit,2013,5,67,7.4,2012,6,34,17.6,2011,1,6,16.6
1434,AMERICAN UNIVERSITY (THE),4400 MASSACHUSETTS AVENUE NW,WASHINGTON,DC,DISTRICT OF,20016,8020,2,PrivateNonProfit,2013,40,2672,1.4,2012,59,2709,2.1,2011,84,2508,3.3
32253,AMERICAN UNIVERSITY OF HEALTH SCIENCES,1600 EAST HILL STREETBUILDING 1,SIGNAL HILL,CA,CALIFORNIA,90755,3612,3,PrivateForProfit,2013,0,63,0,2012,2,56,3.5,2011,6,55,10.9
11941,AMERICAN UNIVERSITY OF PUERTO RICO,ROAD 2 KM. 14HATO TEJAS,BAYAMON,PR,PUERTO RICO,960,2037,2,PrivateNonProfit,2013,32,251,12.7,2012,35,250,14,2011,55,261,21
22708,AMERITECH COLLEGE,2035 NORTH 550 WEST,PROVO,UT,UTAH,84604,2412,3,PrivateForProfit,2013,237,886,26.7,2012,76,415,18.3,2011,25,222,11.2
2115,AMHERST COLLEGE,BOLTWOOD AVENUE AT COLLEGE STREET,AMHERST,MA,MASSACHUSETTS,1002,5000,2,PrivateNonProfit,2013,3,123,2.4,2012,2,132,1.5,2011,6,133,4.5
25034,AMRIDGE UNIVERSITY,1200 TAYLOR ROAD,MONTGOMERY,AL,ALABAMA,36117,3553,2,PrivateNonProfit,2013,38,380,10,2012,42,344,12.2,2011,30,336,8.9
1823,ANABAPTIST MENNONITE BIBLICAL SEMINARY,3003 BENHAM AVENUE,ELKHART,IN,INDIANA,46517,1999,2,PrivateNonProfit,2013,3,54,5.5,2012,2,53,3.7,2011,1,41,2.4
1784,ANCILLA DOMINI COLLEGE,9601 SOUTH UNION ROADPO BOX 1,DONALDSON,IN,INDIANA,46513,1,2,PrivateNonProfit,2013,44,259,16.9,2012,62,318,19.4,2011,61,276,22.1
3418,ANDERSON UNIVERSITY,316 BOULEVARD,ANDERSON,SC,SOUTH CAROLINA,29621,4035,2,PrivateNonProfit,2013,51,713,7.1,2012,47,666,7,2011,53,551,9.6
1785,ANDERSON UNIVERSITY,1100 EAST 5TH STREET,ANDERSON,IN,INDIANA,46012,3495,2,PrivateNonProfit,2013,47,834,5.6,2012,34,737,4.6,2011,34,778,4.3
2116,ANDOVER NEWTON THEOLOGICAL SCHOOL,210 HERRICK ROAD,NEWTON CENTRE,MA,MASSACHUSETTS,2459,2243,2,PrivateNonProfit,2013,3,49,6.1,2012,6,60,10,2011,7,53,13.2
1545,ANDREW COLLEGE,501 COLLEGE STREET,CUTHBERT,GA,GEORGIA,39840,1395,2,PrivateNonProfit,2013,39,181,21.5,2012,30,164,18.2,2011,26,122,21.3
2238,ANDREWS UNIVERSITY,4150 ADMINISTRATION DRIVE,BERRIEN SPRINGS,MI,MICHIGAN,49104,750,2,PrivateNonProfit,2013,27,661,4,2012,32,599,5.3,2011,44,574,7.6
41604,ANGELES COLLEGE,3440 WILSHIRE BOULEVARDSUITE 310,LOS ANGELES,CA,CALIFORNIA,90010,2100,3,PrivateForProfit,2013,6,70,8.5,2012,10,88,11.3,2011,2,37,5.4
41644,ANGELES INSTITUTE,11688 SOUTH STREET SUITE 205,ARTESIA,CA,CALIFORNIA,90701,6610,3,PrivateForProfit,2013,10,116,8.6,2012,11,115,9.5,2011,7,44,15.9
3541,ANGELO STATE UNIVERSITY,2601 WEST AVENUE 'N',SAN ANGELO,TX,TEXAS,76909,5069,1,Public,2013,222,1919,11.5,2012,214,1781,12,2011,199,1475,13.4
2117,ANNA MARIA COLLEGE,50 SUNSET LANE,PAXTON,MA,MASSACHUSETTS,1612,1198,2,PrivateNonProfit,2013,52,475,10.9,2012,51,413,12.3,2011,43,429,10
2058,ANNE ARUNDEL COMMUNITY COLLEGE,101 COLLEGE PARKWAYLUDLUM HALL,ARNOLD,MD,MARYLAND,21012,1895,1,Public,2013,284,2150,13.2,2012,289,2092,13.8,2011,265,1658,15.9
7350,ANOKA TECHNICAL COLLEGE,1355 WESTHIGHWAY 10,ANOKA,MN,MINNESOTA,55303,1590,1,Public,2013,142,939,15.1,2012,137,941,14.5,2011,127,782,16.2
2332,ANOKA-RAMSEY COMMUNITY COLLEGE,11200 MISSISSIPPI BOULEVARD NW,COON RAPIDS,MN,MINNESOTA,55433,3499,1,Public,2013,329,2600,12.6,2012,294,2594,11.3,2011,298,2294,12.9
1113,ANTELOPE VALLEY COLLEGE,3041 WEST AVENUE K,LANCASTER,CA,CALIFORNIA,93536,5426,1,Public,2013,317,1525,20.7,2012,428,1634,26.1,2011,367,1361,26.9
3010,ANTIOCH UNIVERSITY,900 DAYTON STREET,YELLOW SPRINGS,OH,OHIO,45387,1608,2,PrivateNonProfit,2013,39,1295,3,2012,50,1460,3.4,2011,66,1492,4.4
12891,ANTONELLI COLLEGE,124 E. 7TH STREET,CINCINNATI,OH,OHIO,45202,2592,3,PrivateForProfit,2013,282,1230,22.9,2012,222,1230,18,2011,293,1285,22.8
7430,ANTONELLI INSTITUTE,300 MONTGOMERY AVENUE,ERDENHEIM,PA,PENNSYLVANIA,19038,8242,3,PrivateForProfit,2013,3,72,4.1,2012,7,112,6.2,2011,5,96,5.2
30670,ANTONELLI MEDICAL & PROFESSIONAL INSTITUTE,1700 INDUSTRIAL HWY,POTTSTOWN,PA,PENNSYLVANIA,19464,9244,3,PrivateForProfit,2013,10,63,15.8,2012,7,57,12.2,2011,11,60,18.3
35134,APEX SCHOOL OF THEOLOGY,1701 T.W. ALEXANDER DRIVE,DURHAM,NC,NORTH CAROLINA,27703,8024,2,PrivateNonProfit,2013,13,112,11.6,2012,30,141,21.2,2011,11,87,12.6
7518,APEX TECHNICAL SCHOOL,24-02 QUEENS PLAZA SOUTH,LONG ISLAND CITY,NY,NEW YORK,11101,4602,3,PrivateForProfit,2013,363,1319,27.5,2012,327,1603,20.3,2011,249,1567,15.8
25623,APOLLO CAREER CENTER,3325 SHAWNEE ROAD,LIMA,OH,OHIO,45806,1497,1,Public,2013,8,58,13.7,2012,7,38,18.4,2011,0,1,0
7544,APPALACHIAN BIBLE COLLEGE,161 COLLEGE DRIVE,MOUNT HOPE,WV,WEST VIRGINIA,25880,9554,2,PrivateNonProfit,2013,1,41,2.4,2012,3,52,5.7,2011,1,44,2.2
41806,APPALACHIAN COLLEGE OF PHARMACY,1060 DRAGON ROAD,OAKWOOD,VA,VIRGINIA,24631,9210,2,PrivateNonProfit,2013,1,30,3.3,2012,0,1,0,2011,0,0,0
35593,APPALACHIAN SCHOOL OF LAW,1169 EDGEWATER DRIVE,GRUNDY,VA,VIRGINIA,24614,0,2,PrivateNonProfit,2013,3,124,2.4,2012,2,121,1.6,2011,5,159,3.1
2906,APPALACHIAN STATE UNIVERSITY,DOUGHERTY ADMINISTRATION BUILDING,BOONE,NC,NORTH CAROLINA,28608,1,1,Public,2013,109,3282,3.3,2012,107,3084,3.4,2011,139,2885,4.8
3477,AQUINAS COLLEGE,4210 HARDING PIKE,NASHVILLE,TN,TENNESSEE,37205,2086,2,PrivateNonProfit,2013,15,272,5.5,2012,12,314,3.8,2011,25,312,8
2239,AQUINAS COLLEGE,1607 ROBINSON ROAD SOUTHEAST,GRAND RAPIDS,MI,MICHIGAN,49506,1799,2,PrivateNonProfit,2013,26,602,4.3,2012,31,578,5.3,2011,49,530,9.2
1632,AQUINAS INSTITUTE OF THEOLOGY,23 SOUTH SPRING AVENUE,SAINT LOUIS,MO,MISSOURI,63108,3323,2,PrivateNonProfit,2013,2,30,6.6,2012,0,32,0,2011,0,29,0
1346,ARAPAHOE COMMUNITY COLLEGE,5900 SOUTH SANTA FE DRIVE,LITTLETON,CO,COLORADO,80160,9002,1,Public,2013,344,2484,13.8,2012,364,2523,14.4,2011,374,1828,20.4
3235,ARCADIA UNIVERSITY,450 SOUTH EASTON ROAD,GLENSIDE,PA,PENNSYLVANIA,19038,3295,2,PrivateNonProfit,2013,41,1177,3.4,2012,56,1190,4.7,2011,59,1190,4.9
21799,ARGOSY UNIVERSITY,601 SOUTH LEWIS STREET,ORANGE,CA,CALIFORNIA,92868,4844,3,PrivateForProfit,2013,2687,19317,13.9,2012,2392,18013,13.2,2011,3785,19456,19.4
9723,ARIA HEALTH SCHOOL OF NURSING,THREE NESHAMINY INTERPLEX,FEASTERVILLE TREVOSE,PA,PENNSYLVANIA,19053,6939,2,PrivateNonProfit,2013,3,84,3.5,2012,3,88,3.4,2011,8,108,7.4
8864,ARIZONA ACADEMY OF BEAUTY,5631 EAST SPEEDWAY BOULEVARD,TUCSON,AZ,ARIZONA,85712,5021,3,PrivateForProfit,2013,8,46,17.3,2012,4,51,7.8,2011,9,57,15.7
7113,ARIZONA CHRISTIAN UNIVERSITY,2625 EAST CACTUS ROAD,PHOENIX,AZ,ARIZONA,85032,7097,2,PrivateNonProfit,2013,10,149,6.7,2012,8,135,5.9,2011,9,158,5.6
31150,ARIZONA COLLEGE,4425 WEST OLIVE AVENUE SUITE 300,GLENDALE,AZ,ARIZONA,85302,3843,3,PrivateForProfit,2013,159,713,22.3,2012,144,696,20.6,2011,146,662,22
41209,ARIZONA CULINARY INSTITUTE,10585 NORTH 114TH STREET SUITE 401,SCOTTSDALE,AZ,ARIZONA,85259,4939,3,PrivateForProfit,2013,16,94,17,2012,22,121,18.1,2011,15,117,12.8
36955,ARIZONA SCHOOL OF ACUPUNCTURE AND ORIENTAL MEDICINE,2856 EAST FORT LOWELL ROAD,TUCSON,AZ,ARIZONA,85716,1518,3,PrivateForProfit,2013,4,48,8.3,2012,5,50,10,2011,5,42,11.9
1081,ARIZONA STATE UNIVERSITY,STUDENT FINANCIAL ASSISTANCE OFFICE1151 SOUTH FORE,TEMPE,AZ,ARIZONA,85287,412,1,Public,2013,1131,16222,6.9,2012,1096,14964,7.3,2011,1072,12563,8.5
41314,ARIZONA SUMMIT LAW SCHOOL,ONE NORTH CENTRAL AVENUE 14TH FLOOR,PHOENIX,AZ,ARIZONA,85004,4418,3,PrivateForProfit,2013,4,313,1.2,2012,5,220,2.2,2011,4,128,3.1
1071,ARIZONA WESTERN COLLEGE,2020 SOUTH AVENUE 8E FINANCIAL AID O,YUMA,AZ,ARIZONA,85365,8847,1,Public,2013,105,427,24.5,2012,141,522,27,2011,100,466,21.4
1087,ARKANSAS BAPTIST COLLEGE,1621 DOCTOR MARTIN L. KING DRIVE,LITTLE ROCK,AR,ARKANSAS,72202,6099,2,PrivateNonProfit,2013,132,580,22.7,2012,249,979,25.4,2011,75,289,25.9
39973,ARKANSAS BEAUTY COLLEGE,109 NORTH COMMERCE AVENUE,RUSSELLVILLE,AR,ARKANSAS,72801,3741,3,PrivateForProfit,2013,10,96,10.4,2012,4,39,10.2,2011,4,36,11.1
30051,ARKANSAS BEAUTY SCHOOL- LITTLE ROCK,5108 BASELINE ROAD,LITTLE ROCK,AR,ARKANSAS,72209,5116,3,PrivateForProfit,2013,3,47,6.3,2012,6,41,14.6,2011,2,40,5
30234,ARKANSAS COLLEGE OF BARBERING & HAIR DESIGN,200 WASHINGTON AVENUE,NORTH LITTLE ROCK,AR,ARKANSAS,72114,5615,3,PrivateForProfit,2013,10,65,15.3,2012,2,75,2.6,2011,5,98,5.1
12860,ARKANSAS NORTHEASTERN COLLEGE,2501 SOUTH DIVISION,BLYTHEVILLE,AR,ARKANSAS,72316,1109,1,Public,2013,5,44,11.3,2012,9,94,9.5,2011,38,170,22.3
1090,ARKANSAS STATE UNIVERSITY,2105 AGGIE ROAD,JONESBORO,AR,ARKANSAS,72401,0,1,Public,2013,463,4871,9.5,2012,482,4719,10.2,2011,686,4673,14.6
1091,ARKANSAS STATE UNIVERSITY - BEEBE,1000 IOWA STREET,BEEBE,AR,ARKANSAS,72012,1000,1,Public,2013,131,667,19.6,2012,147,733,20,2011,123,666,18.4
42544,ARKANSAS STATE UNIVERSITY - MOUNTAIN HOME,1600 SOUTH COLLEGE STREET,MOUNTAIN HOME,AR,ARKANSAS,72653,5326,1,Public,2013,463,4871,9.5,2012,,,,2011,,,
42034,ARKANSAS STATE UNIVERSITY - NEWPORT,7648 VICTORY BOULEVARD,NEWPORT,AR,ARKANSAS,72112,9073,1,Public,2013,463,4871,9.5,2012,482,4719,10.2,2011,686,4673,14.6
1089,ARKANSAS TECH UNIVERSITY,215 WEST O STREET,RUSSELLVILLE,AR,ARKANSAS,72801,2222,1,Public,2013,351,2579,13.6,2012,404,2351,17.1,2011,372,2136,17.4
20814,ARLINGTON BAPTIST COLLEGE,3001 WEST DIVISION STREET,ARLINGTON,TX,TEXAS,76012,3425,2,PrivateNonProfit,2013,15,91,16.4,2012,7,38,18.4,2011,7,59,11.8
25212,ARLINGTON CAREER INSTITUTE,901 AVENUE K,GRAND PRAIRIE,TX,TEXAS,75050,2636,3,PrivateForProfit,2013,19,183,10.3,2012,25,181,13.8,2011,54,240,22.5
31593,ARLINGTON MEDICAL INSTITUTE,1001 N.E. GREEN OAKS BOULEVARD SUITE 190,ARLINGTON,TX,TEXAS,76006,2317,3,PrivateForProfit,2013,10,46,21.7,2012,14,63,22.2,2011,32,101,31.6
1546,ARMSTRONG STATE UNIVERSITY,11935 ABERCORN STREET,SAVANNAH,GA,GEORGIA,31419,1997,1,Public,2013,144,2118,6.7,2012,168,2051,8.1,2011,162,1933,8.3
22574,ARNOLD'S BEAUTY SCHOOL,1179 SOUTH SECOND STREET,MILAN,TN,TENNESSEE,38358,2713,3,PrivateForProfit,2013,4,32,12.5,2012,15,92,16.3,2011,8,35,22.8
6435,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,ELMIRA,NY,NEW YORK,14905,1676,2,PrivateNonProfit,2013,1,32,3.1,2012,3,72,4.1,2011,1,31,3.2
3011,ART ACADEMY OF CINCINNATI,1212 JACKSON STREET,CINCINNATI,OH,OHIO,45202,7106,2,PrivateNonProfit,2013,4,64,6.2,2012,14,70,20,2011,3,60,5
1116,ART CENTER COLLEGE OF DESIGN,1700 LIDA STREET,PASADENA,CA,CALIFORNIA,91103,1999,2,PrivateNonProfit,2013,18,451,3.9,2012,15,462,3.2,2011,31,425,7.2
9270,ART INSTITUTE OF ATLANTA (THE),6600 PEACHTREE DUNWOODY ROAD 100 EMBASSY ROW,ATLANTA,GA,GEORGIA,30328,1649,3,PrivateForProfit,2013,794,4755,16.6,2012,780,5090,15.3,2011,961,4299,22.3
21286,ART INSTITUTE OF CINCINNATI (THE),1171 EAST KEMPER ROAD,CINCINNATI,OH,OHIO,45246,3322,3,PrivateForProfit,2013,9,70,12.8,2012,14,92,15.2,2011,6,37,16.2
20789,ART INSTITUTE OF COLORADO (THE),1200 LINCOLN STREET,DENVER,CO,COLORADO,80203,2172,3,PrivateForProfit,2013,188,1252,15,2012,162,1256,12.8,2011,214,1141,18.7
10195,ART INSTITUTE OF FORT LAUDERDALE (THE),1799 SOUTHEAST 17TH STREET,FORT LAUDERDALE,FL,FLORIDA,33316,3013,3,PrivateForProfit,2013,183,1249,14.6,2012,220,1468,14.9,2011,285,1477,19.2
21171,ART INSTITUTE OF HOUSTON (THE),4140 SOUTHWEST FREEWAY,HOUSTON,TX,TEXAS,77027,7311,3,PrivateForProfit,2013,496,2667,18.5,2012,462,2345,19.7,2011,397,1740,22.8
25256,ART INSTITUTE OF NEW YORK CITY (THE),218-232 WEST 40TH STREET,NEW YORK,NY,NEW YORK,10018,1509,3,PrivateForProfit,2013,202,1054,19.1,2012,153,1032,14.8,2011,188,882,21.3
8350,ART INSTITUTE OF PHILADELPHIA (THE),1622 CHESTNUT STREET,PHILADELPHIA,PA,PENNSYLVANIA,19103,5198,3,PrivateForProfit,2013,243,1687,14.4,2012,288,1929,14.9,2011,311,1869,16.6
40513,ART INSTITUTE OF PHOENIX (THE),2233 WEST DUNLAP AVENUE,PHOENIX,AZ,ARIZONA,85021,2859,3,PrivateForProfit,2013,4270,22025,19.3,2012,4609,25369,18.1,2011,4773,19368,24.6
7470,ART INSTITUTE OF PITTSBURGH (THE),420 BOULEVARD OF THE ALLIES,PITTSBURGH,PA,PENNSYLVANIA,15219,1301,3,PrivateForProfit,2013,2023,10602,19,2012,2691,13283,20.2,2011,3387,13644,24.8
7819,ART INSTITUTE OF PORTLAND (THE),1122 NORTHWEST DAVIS STREET,PORTLAND,OR,OREGON,97209,2911,3,PrivateForProfit,2013,86,837,10.2,2012,86,886,9.7,2011,94,818,11.4
22913,ART INSTITUTE OF SEATTLE (THE),2323 ELLIOTT AVENUE,SEATTLE,WA,WASHINGTON,98121,1622,3,PrivateForProfit,2013,108,930,11.6,2012,117,1006,11.6,2011,172,1051,16.3
25578,ART INSTITUTE OF YORK (THE) - PENNSYLVANIA,1409 WILLIAMS ROAD,YORK,PA,PENNSYLVANIA,17402,9012,3,PrivateForProfit,2013,42,300,14,2012,43,267,16.1,2011,73,374,19.5
10248,ART INSTITUTES INTERNATIONAL MINNESOTA (THE),15 SOUTH 9TH STREET,MINNEAPOLIS,MN,MINNESOTA,55402,3137,3,PrivateForProfit,2013,120,938,12.7,2012,128,1095,11.6,2011,120,892,13.4
23635,ARTHUR'S BEAUTY COLLEGE,"1903 GRANT AVENUESUITES K, L, M ",JONESBORO,AR,ARKANSAS,72401,6198,3,PrivateForProfit,2013,5,38,13.1,2012,10,69,14.4,2011,13,57,22.8
25385,ARTHUR'S BEAUTY COLLEGE,2600 JOHN HARDEN DRIVE,JACKSONVILLE,AR,ARKANSAS,72076,1819,3,PrivateForProfit,2013,12,135,8.8,2012,10,112,8.9,2011,14,111,12.6
41677,ARTISAN COLLEGE OF COSMETOLOGY (THE),1645 TIFFIN AVENUE,FINDLAY,OH,OHIO,45840,6848,3,PrivateForProfit,2013,5,38,13.1,2012,1,20,5,2011,0,2,0
25259,ARTISTIC ACADEMY OF HAIR DESIGN,"301 GIBRALTAR DRIVE, SUITE 1AROUTE 10 EAST",MORRIS PLAINS,NJ,NEW JERSEY,7950,1409,3,PrivateForProfit,2013,22,119,18.4,2012,23,140,16.4,2011,15,147,10.2
38163,ARTISTIC NAILS & BEAUTY ACADEMY,4951 ADAMO DRIVE SUITE 120,TAMPA,FL,FLORIDA,33605,5919,3,PrivateForProfit,2013,78,364,21.4,2012,43,309,13.9,2011,45,219,20.5
30955,ASA INSTITUTE OF BUSINESS & COMPUTER TECHNOLOGY,151 LAWRENCE STREET2ND FLOOR,BROOKLYN,NY,NEW YORK,11201,5208,3,PrivateForProfit,2013,266,2521,10.5,2012,390,3672,10.6,2011,219,3475,6.3
1953,ASBURY THEOLOGICAL SEMINARY,204 NORTH LEXINGTON AVENUE,WILMORE,KY,KENTUCKY,40390,1199,2,PrivateNonProfit,2013,12,229,5.2,2012,8,276,2.8,2011,9,267,3.3
1952,ASBURY UNIVERSITY,1 MACKLEM DRIVE,WILMORE,KY,KENTUCKY,40390,1198,2,PrivateNonProfit,2013,18,482,3.7,2012,18,467,3.8,2011,22,436,5
40573,ASHER COLLEGE,1215 HOWE AVENUE SUITE 101,SACRAMENTO,CA,CALIFORNIA,95825,4025,3,PrivateForProfit,2013,18,287,6.2,2012,22,235,9.3,2011,27,171,15.7
4033,ASHEVILLE BUNCOMBE TECHNICAL COMMUNITY COLLEGE,340 VICTORIA ROAD,ASHEVILLE,NC,NORTH CAROLINA,28801,4897,1,Public,2013,166,787,21,2012,121,613,19.7,2011,75,425,17.6
1881,ASHFORD UNIVERSITY,8620 SPECTRUM CENTER BOULEVARD,SAN DIEGO,CA,CALIFORNIA,92123,1406,3,PrivateForProfit,2013,7545,51710,14.5,2012,7705,50050,15.3,2011,5764,37571,15.3
1990,ASHLAND COMMUNITY AND TECHNICAL COLLEGE,1400 COLLEGE DRIVE,ASHLAND,KY,KENTUCKY,41101,3683,1,Public,2013,337,1118,30.1,2012,293,1060,27.6,2011,216,770,28
31170,ASHLAND COUNTY - WEST HOLMES CAREER CENTER - ADULT EDUCATION,1783 STATE ROUTE 60,ASHLAND,OH,OHIO,44805,0,1,Public,2013,4,72,5.5,2012,14,86,16.2,2011,21,62,33.8
3012,ASHLAND UNIVERSITY,401 COLLEGE AVENUE,ASHLAND,OH,OHIO,44805,3799,2,PrivateNonProfit,2013,67,1682,3.9,2012,69,1990,3.4,2011,89,1864,4.7
21879,ASHTABULA COUNTY TECHNICAL AND CAREER CAMPUS,1565 STATE ROUTE 167,JEFFERSON,OH,OHIO,44047,9487,1,Public,2013,5,88,5.6,2012,5,86,5.8,2011,14,92,15.2
41887,ASI CAREER INSTITUTE,5360 BLACK HORSE PIKE,TURNERSVILLE,NJ,NEW JERSEY,8012,1043,3,PrivateForProfit,2013,8,36,22.2,2012,0,1,0,2011,0,0,0
30123,ASM BEAUTY WORLD ACADEMY,6423 STIRLING ROAD,DAVIE,FL,FLORIDA,33314,3205,3,PrivateForProfit,2013,8,113,7,2012,11,69,15.9,2011,6,63,9.5
11150,ASNUNTUCK COMMUNITY COLLEGE,170 ELM STREET,ENFIELD,CT,CONNECTICUT,6082,3800,1,Public,2013,10,81,12.3,2012,3,71,4.2,2011,3,42,7.1
40803,ASPEN UNIVERSITY,720 SOUTH COLORADO BOULEVARD SUITE 1150N,DENVER,CO,COLORADO,80246,1930,3,PrivateForProfit,2013,7,109,6.4,2012,6,48,12.5,2011,1,33,3
21699,ASSABET VALLEY REGIONAL VOCATIONAL SCHOOL,215 FITCHBURG STREET,MARLBOROUGH,MA,MASSACHUSETTS,1752,1288,1,Public,2013,3,31,9.6,2012,10,77,12.9,2011,6,32,18.7
25535,ASSOCIATED TECHNICAL COLLEGE,707 BROADWAY SUITE 300,SAN DIEGO,CA,CALIFORNIA,92101,3245,3,PrivateForProfit,2013,40,130,30.7,2012,48,157,30.5,2011,37,202,18.3
